LIU Mengting,Code paysCHN,Ski acrobatique,Freeski slopestyle femmesFreeski big air femmes
LIU Qi,Code paysCHN,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmesPar équipes mixtes
LIU Shaoang,Code paysCHN,Patinage de vitesse sur piste courte,500 m hommes1000 m hommes1500 m hommesRelais 5000 m hommesRelais par équipes mixtes
LIU Xiaochen,Code paysCHN,Ski alpin,Slalom hommesSlalom géant hommes
LIU Xinyu,Code paysCHN,Patinage artistique,Danse sur glaceÉpreuve par équipes
LIU Yishan,Code paysCHN,Ski acrobatique,Freeski halfpipe femmes
LJUNGBLOM Lina,Code paysSWE,Hockey sur glace,Femmes
LJUTIC Zrinka,Code paysCRO,Ski alpin,Slalom femmesSlalom géant femmes
LLOP IZQUIERDO Nil,Code paysESP,Patinage de vitesse,500 m hommes1000 m hommes
LO DESERTO Marta,Code paysITA,Curling,Femmes
LOBIS Laura,Code paysITA,Hockey sur glace,Femmes
LOCH Cheyenne,Code paysGER,Snowboard,Slalom géant parallèle femmes
LOCH Felix,Code paysGER,Luge,Simple hommes
LOCHNER Johannes,Code paysGER,Bobsleigh,Bob à deux hommesBob à quatre
LOCMELIS Dans,Code paysLAT,Hockey sur glace,Hommes
LODOEN Trym Dalset,Code paysNOR,Ski alpinisme,Sprint hommes
LOETSCHER Isabelle,Code paysSUI,Snowboard,Snowboard halfpipe femmes
LOIZIDOU Andrea,Code paysCYP,Ski alpin,Slalom femmes
LOLLOBRIGIDA Francesca,Code paysITA,Patinage de vitesse,1500 m femmes3000 m femmes5000 m femmesDépart groupé femmes
LOMBARDOT Oscar,Code paysFRA,Biathlon,À déterminer
LONGINO Andrew,Code paysCAN,Ski acrobatique,Freeski halfpipe hommes
LOOMIS Benjamin,Code paysUSA,Combiné nordique,Gundersen petit tremplin / 10 km indiv.Gundersen grand tremplin / 10 km indiv.Sprint par équipes
LOPAREVA Evgeniia,Code paysFRA,Patinage artistique,Danse sur glaceÉpreuve par équipes
LORELLO Riccardo,Code paysITA,Patinage de vitesse,5000 m hommes10000 m hommesDépart groupé hommesPoursuite par équipes hommes
LOTHOLZ Melissa,Code paysCAN,Bobsleigh,Bob à deux femmesMonobob femmes
LOUBINEAUD Timothy,Code paysFRA,Patinage de vitesse,5000 m hommes10000 m hommesDépart groupé hommesPoursuite par équipes hommes
LOVAS Aurora Grinden,Code paysNOR,Patinage de vitesse,1500 m femmes3000 m femmes5000 m femmesDépart groupé femmes
LOVE Kaysha,Code paysUSA,Bobsleigh,Bob à deux femmesMonobob femmes
LOVERA Victor,Code paysFRA,Ski de fond,"Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommesRelais 4 x 7,5 km hommes50 km classique départ en ligne hommes"
LOZBERS Rihards,Code paysLAT,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommes"
LUCHIN Iulian,Code paysMDA,Ski de fond,Individuel 10 km libre hommes
LUNDELL Anton,Code paysFIN,Hockey sur glace,Hommes
LUNDHOLM Elis,Code paysSWE,Ski acrobatique,Bosses femmesBosses en parallèle femmes
LUNDIN Sofie,Code paysSWE,Hockey sur glace,Femmes
LUNDUP Stanzin,Code paysIND,Ski de fond,Individuel 10 km libre hommes
LUOSTARINEN Eetu,Code paysFIN,Hockey sur glace,Hommes
LUSSNIG Nicolas,Code paysAUT,Ski acrobatique,Ski cross hommes
LUTE Kamryn,Code paysUSA,Patinage de vitesse sur piste courte,1500 m femmesRelais 3000 m femmes
LUTZ Lena Marie,Code paysSUI,Hockey sur glace,Femmes
LYNCH Benjamin,Code paysIRL,Ski acrobatique,Freeski halfpipe hommes
MAAG Natalie,Code paysSUI,Luge,Simple femmes
MAATTA Olli,Code paysFIN,Hockey sur glace,Hommes
MACII Niccolo,Code paysITA,Patinage artistique,Patinage en coupleÉpreuve par équipes
MACKAY Brendan,Code paysCAN,Ski acrobatique,Freeski halfpipe hommes
MACKELS Marek,Code paysBEL,Biathlon,"Relais 4 x 7,5 km hommes"
MACKIE Alison,Code paysCAN,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmesSprint classique femmesSprint libre par équipes femmes"
MacKINNON Nathan,Code paysCAN,Hockey sur glace,Hommes
MADEROVA Zuzana,Code paysCZE,Snowboard,Slalom géant parallèle femmes
MAEDA Suzuka,Code paysJPN,Hockey sur glace,Femmes
MAES Sam,Code paysBEL,Ski alpin,Slalom hommesSlalom géant hommes
MAGAZEEV Pavel,Code paysMDA,Biathlon,20 km individuel hommes10 km sprint hommes
MAGNUSSEN Bjorn,Code paysNOR,Patinage de vitesse,500 m hommes1000 m hommes
MAGNUSSON Anna,Code paysSWE,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes12,5 km départ groupé femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
MAHARAVO Vincent,Code paysFRA,Ski acrobatique,Freeski halfpipe hommes
MAIER Daniela,Code paysGER,Ski acrobatique,Ski cross femmes
MAIER Samuel,Code paysAUT,Skeleton,HommesPar équipes mixtes
MAJOR Billy,Code paysGBR,Ski alpin,Slalom hommes
MAJOR Dominik,Code paysHUN,Patinage de vitesse sur piste courte,Relais 5000 m hommes
MAJOROV Nikolaj,Code paysSWE,Patinage artistique,Danse sur glace
MAKA Anna,Code paysPOL,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmesRelais 4 x 6 km femmes"
MAKAR Cale,Code paysCAN,Hockey sur glace,Hommes
MAKAROV Maksim,Code paysMDA,Biathlon,20 km individuel hommes10 km sprint hommes
MAKI Joni,Code paysFIN,Ski de fond,Individuel 10 km libre hommesSprint classique hommesSprint libre par équipes hommes
MALACINSKI Niklas,Code paysUSA,Combiné nordique,Gundersen petit tremplin / 10 km indiv.Gundersen grand tremplin / 10 km indiv.Sprint par équipes
MALFATTI Michele,Code paysITA,Patinage de vitesse,5000 m hommes10000 m hommesPoursuite par équipes hommes
MALGIN Denis,Code paysSUI,Hockey sur glace,Hommes
MALHERBE Malica,Code paysRSA,Ski acrobatique,Bosses femmesBosses en parallèle femmes
MALININ Ilia,Code paysUSA,Patinage artistique,Patinage individuel hommesÉpreuve par équipes
MALISZEWSKA Natalia,Code paysPOL,Patinage de vitesse sur piste courte,500 m femmes1000 m femmes1500 m femmesRelais par équipes mixtes
MALLEIER Fabian,Code paysITA,Luge,Double hommes
MALONEY WESTGAARD Thomas,Code paysIRL,Ski de fond,Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommes50 km classique départ en ligne hommesSprint classique hommes
MALSINER Jessica,Code paysITA,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmes
MALTAIS Emma,Code paysCAN,Hockey sur glace,Femmes
MALTAIS Valerie,Code paysCAN,Patinage de vitesse,1500 m femmes3000 m femmesDépart groupé femmesPoursuite par équipes femmes
MALY Felix,Code paysGER,Patinage de vitesse,5000 m hommesDépart groupé hommesPoursuite par équipes hommes
MAMCICS Roberts,Code paysLAT,Hockey sur glace,Hommes
MAMERI Margaux,Code paysFRA,Hockey sur glace,Femmes
MANDEL Kata,Code paysROU,Snowboard,Snowboard cross femmes
MANDELJC Anja,Code paysSLO,Ski de fond,"Individuel 10 km libre femmesRelais 4 x 7,5 km femmesSprint libre par équipes femmes"
MANDLBAUER Jakob,Code paysAUT,Bobsleigh,Bob à deux hommesBob à quatre
MANDZIY Andriy,Code paysUKR,Luge,Simple hommesRelais par équipes
MANDZYN Vitalii,Code paysUKR,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommes15 km départ groupé hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
MANGANELLO Mia,Code paysUSA,Patinage de vitesse,1000 m femmesDépart groupé femmesPoursuite par équipes femmes
MANOLESCU Mihaela-Carmen,Code paysROU,Luge,Double femmesRelais par équipes
MANTENUTO Daniel,Code paysITA,Hockey sur glace,Hommes
MARCH Aaron,Code paysITA,Snowboard,Slalom géant parallèle hommes
MARCHAND Brad,Code paysCAN,Hockey sur glace,Hommes
MARCHANT Armand,Code paysBEL,Ski alpin,Slalom hommes
MARCISZ Izabela,Code paysPOL,Ski de fond,"Individuel 10 km libre femmesRelais 4 x 7,5 km femmesSprint classique femmesSprint libre par équipes femmes"
MARGAGLIO Valentina,Code paysITA,Skeleton,FemmesPar équipes mixtes
MARGIS Thorsten,Code paysGER,Bobsleigh,Bob à quatre
MARGUC Rok,Code paysSLO,Snowboard,Slalom géant parallèle hommes
MARIANI Rebecca,Code paysITA,Curling,Femmes
MARINCIN Martin,Code paysSVK,Hockey sur glace,Hommes
MARINEAU Dylan,Code paysCAN,Ski acrobatique,Freeski halfpipe hommes
MARKSTROM Jacob,Code paysSWE,Hockey sur glace,Hommes
MARKTHALER Lara,Code paysRSA,Ski alpin,Slalom femmesSlalom géant femmes
MARNER Mitch,Code paysCAN,Hockey sur glace,Hommes
MARSAK Kyrylo,Code paysUKR,Patinage artistique,Patinage individuel hommes
MARTI Alina,Code paysSUI,Hockey sur glace,Femmes
MARTI Christian,Code paysSUI,Hockey sur glace,Hommes
MARTIN Oliver,Code paysUSA,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
MARTINEZ LORENZO Regina,Code paysMEX,Ski de fond,Individuel 10 km libre femmes
MARTSINOVSKYI Danyil,Code paysUKR,Luge,Double hommes
MARUSIAK Yevhen,Code paysUKR,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommesSuper team hommes
MARUYAMA Nozomi,Code paysJPN,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmesPar équipes mixtes
MASCHMEYER Emerance,Code paysCAN,Hockey sur glace,Femmes
MASTNAK Tim,Code paysSLO,Snowboard,Slalom géant parallèle hommes
MASTRO Maddie,Code paysUSA,Snowboard,Snowboard halfpipe femmes
MASUHARA Miyuu,Code paysJPN,Hockey sur glace,Femmes
MATHIS Elena,Code paysITA,Curling,Femmes
MATIKANOV Mario,Code paysBUL,Ski de fond,Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommesSprint classique hommesSprint libre par équipes hommes
MATINPALO Nikolas,Code paysFIN,Hockey sur glace,Hommes
MATINTALO Johanna,Code paysFIN,Ski de fond,"Relais 4 x 7,5 km femmes50 km classique départ en ligne femmesSprint classique femmes"
MATOSSI Livio,Code paysSUI,Bobsleigh,À déterminer
MATSCHINA Magdalena,Code paysGER,Luge,Double femmesRelais par équipes
MATSUURA Toma,Code paysJPN,Ski acrobatique,Freeski halfpipe hommes
MATT Michael,Code paysAUT,Ski alpin,Slalom hommesCombiné alpin par équipes hommes
MATTEOLI Ian,Code paysITA,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
MATTHEWS Auston,Code paysUSA,Hockey sur glace,Hommes
MATTILA Sofia,Code paysFIN,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmes
MATTIVI Nadia,Code paysITA,Hockey sur glace,Femmes
MAURER Nicole,Code paysCAN,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmes
MAURER Saskia,Code paysSUI,Hockey sur glace,Femmes
MAZET BROWN Txema,Code paysGBR,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
MAZURCHUK Dmytro,Code paysUKR,Combiné nordique,Gundersen petit tremplin / 10 km indiv.Gundersen grand tremplin / 10 km indiv.Sprint par équipes
MAZZOCCHI Marta,Code paysITA,Hockey sur glace,Femmes
McAVOY Charlie,Code paysUSA,Hockey sur glace,Hommes
McCABE Novie,Code paysUSA,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes"
McCORMICK Chris,Code paysGBR,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
McDAVID Connor,Code paysCAN,Hockey sur glace,Hommes
McDERMOTT-MOSTOWY Conor,Code paysUSA,Patinage de vitesse,500 m hommes1000 m hommes1500 m hommesPoursuite par équipes hommes
McDOUGALL Brooklyn,Code paysCAN,Patinage de vitesse,500 m femmes1000 m femmes
McEACHRAN Evan,Code paysCAN,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
McFARLANE Caitlin,Code paysFRA,Ski alpin,Slalom femmesCombiné alpin par équipes femmes
McGRATH Atle Lie,Code paysNOR,Ski alpin,Slalom hommesSlalom géant hommesCombiné alpin par équipes hommes
McGREGOR Kaitlyn,Code paysSUI,Patinage de vitesse,1000 m femmes1500 m femmes3000 m femmesDépart groupé femmes
McKEEVER Xavier,Code paysCAN,Ski de fond,"Skiathlon 10 km + 10 km hommesRelais 4 x 7,5 km hommesSprint classique hommesSprint libre par équipes hommes"
McLEOD Cooper,Code paysUSA,Patinage de vitesse,500 m hommes1000 m hommes
McMANIMAN Audrey,Code paysCAN,Snowboard,Snowboard cross femmesSnowboard cross par équipes mixtes
McMANUS Sara,Code paysSWE,Curling,Femmes
McMILLAN Hammy,Code paysGBR,Curling,Hommes
McMORRIS Mark,Code paysCAN,Snowboard,Snowboard slopestyle hommes
McMULLEN Sadie,Code paysUSA,Bobsleigh,À déterminer
McMULLEN Zanden,Code paysUSA,Ski de fond,Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommes
McNAUGHTON Ava,Code paysUSA,Hockey sur glace,Femmes
MEDARD Indra,Code paysBEL,Patinage de vitesse,Départ groupé hommes
MEDJA Lucija,Code paysSLO,Ski de fond,"Individuel 10 km libre femmesRelais 4 x 7,5 km femmesSprint classique femmesSprint libre par équipes femmes"
MEENTALO Grete-Mia,Code paysEST,Ski acrobatique,Freeski halfpipe femmes
MEIER Alina,Code paysSUI,Ski de fond,Sprint classique femmes
MEIER Lea,Code paysSUI,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes12,5 km départ groupé femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
MEIER Timo,Code paysSUI,Hockey sur glace,Hommes
MEILLARD Loic,Code paysSUI,Ski alpin,Slalom hommesSlalom géant hommesCombiné alpin par équipes hommes
MEILLARD Melanie,Code paysSUI,Ski alpin,Slalom femmesCombiné alpin par équipes femmes
MELNIK Anna,Code paysKAZ,Ski de fond,"Individuel 10 km libre femmesRelais 4 x 7,5 km femmes50 km classique départ en ligne femmesSprint classique femmes"
MELVILLE IVES Campbell,Code paysNZL,Snowboard,Snowboard halfpipe hommes
MELVILLE IVES Finley,Code paysNZL,Ski acrobatique,Freeski halfpipe hommes
MENG Fanqi,Code paysCHN,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes"
MENZIES Dane,Code paysNZL,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
MERIGUET Laure,Code paysSUI,Hockey sur glace,Femmes
MERKOVA Adela,Code paysCZE,Ski acrobatique,Saut acrobatique femmes
MERKUSHYNA Oleksandra,Code paysUKR,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
MERZLIKINS Elvis,Code paysLAT,Hockey sur glace,Hommes
MESPLEDE Julia,Code paysFRA,Hockey sur glace,Femmes
MESSENZEHL Felix,Code paysGER,Curling,Hommes
METELKINA Anastasiia,Code paysGEO,Patinage artistique,Patinage en coupleÉpreuve par équipes
METTLER Lydia,Code paysSUI,Biathlon,À déterminer
MEYERS TAYLOR Elana,Code paysUSA,Bobsleigh,Bob à deux femmesMonobob femmes
MEYLEMANS Kim,Code paysBEL,Skeleton,Femmes
MICHAELIS Marc,Code paysGER,Hockey sur glace,Hommes
MICHALSKI Piotr,Code paysPOL,Patinage de vitesse,500 m hommes1000 m hommes
MICHAUD Trennt,Code paysCAN,Patinage artistique,Patinage en coupleÉpreuve par équipes
MICHEL Sven,Code paysSUI,Curling,Hommes
MICHELON Oceane,Code paysFRA,Biathlon,"7,5 km sprint femmes10 km poursuite femmes12,5 km départ groupé femmesRelais 4 x 6 km femmes"
MICK Bruno,Code paysSVK,Luge,Double hommes
MICKEL Charlie,Code paysUSA,Ski acrobatique,Bosses hommesBosses en parallèle hommes
MIJARES RUF Carla,Code paysAND,Ski alpin,Slalom femmes
MIKAYELYAN Mikayel,Code paysARM,Ski de fond,Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommes
MIKI Tsubaki,Code paysJPN,Snowboard,Slalom géant parallèle femmes
MIKKOLA Niko,Code paysFIN,Hockey sur glace,Hommes
MIKNIS Matiss,Code paysLAT,Bobsleigh,Bob à deux hommesBob à quatre
MIKUTINA Olga,Code paysAUT,Patinage artistique,Patinage individuel femmes
MIKYSKA Tomas,Code paysCZE,Biathlon,"10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommes"
MILAGROS Daniel,Code paysESP,Patinage de vitesse,500 m hommes1000 m hommes
MILERSKA Anna,Code paysCZE,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes"
MILESI Enzo,Code paysFRA,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommesPar équipes mixtes
MILLAUER Clemens,Code paysAUT,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
MILLER JT,Code paysUSA,Hockey sur glace,Hommes
MILOSAVLJEVIC Milos,Code paysSRB,Ski de fond,Individuel 10 km libre hommesSprint classique hommes
MINARIK Krystof,Code paysCZE,Snowboard,Slalom géant parallèle hommes
MINI Rafael,Code paysSMR,Ski alpin,Slalom hommesSlalom géant hommes
MINKKINEN Suvi,Code paysFIN,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes12,5 km départ groupé femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
MIRADOLI Romane,Code paysFRA,Ski alpin,Descente femmesSuper-G femmesCombiné alpin par équipes femmes
MIRCEA Robert,Code paysITA,Bobsleigh,Bob à deux hommesBob à quatre
MISE Edgars,Code paysLAT,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommes"
MISKEW Emma,Code paysCAN,Curling,Femmes
MITCHELL Kelsey,Code paysCAN,Bobsleigh,Bob à deux femmes
MITTERER Sebastian,Code paysAUT,Bobsleigh,Bob à quatre
MIURA Kao,Code paysJPN,Patinage artistique,Patinage individuel hommesÉpreuve par équipes
MIURA Mei,Code paysJPN,Hockey sur glace,Femmes
MIURA Riku,Code paysJPN,Patinage artistique,Patinage en coupleÉpreuve par équipes
MIYATA Shogo,Code paysJPN,Patinage de vitesse sur piste courte,500 m hommes1000 m hommes1500 m hommesRelais 5000 m hommesRelais par équipes mixtes
MIZERNYKH Ilya,Code paysKAZ,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommesSuper team hommes
MLYNKOVA Natalie,Code paysCZE,Hockey sur glace,Femmes
MOBAERG David,Code paysSWE,Ski acrobatique,Ski cross hommes
MOBAERG Erik,Code paysSWE,Ski acrobatique,Ski cross hommes
MOBAERG Linnea,Code paysSWE,Ski acrobatique,Ski cross femmes
MOCELLINI Simone,Code paysITA,Ski de fond,Individuel 10 km libre hommesSprint classique hommes
MOCH Friedrich,Code paysGER,Ski de fond,"Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommesRelais 4 x 7,5 km hommes50 km classique départ en ligne hommes"
MOCH Jakob Elias,Code paysGER,Ski de fond,Skiathlon 10 km + 10 km hommes50 km classique départ en ligne hommesSprint libre par équipes hommes
MOELGAARD Oscar,Code paysDEN,Hockey sur glace,Hommes
MOELLER Fredrik,Code paysNOR,Ski alpin,Super-G hommes
MOFFATT Liam,Code paysCAN,Snowboard,Snowboard cross hommes
MOHR Muriel,Code paysGER,Ski acrobatique,Freeski big air femmes
MOILANEN Niilo,Code paysFIN,Ski de fond,Sprint classique hommes
MOIOLI Michela,Code paysITA,Snowboard,Snowboard cross femmesSnowboard cross par équipes mixtes
MOISAN Aurelie,Code paysCAN,Snowboard,Slalom géant parallèle femmes
MOKH Oleksandra,Code paysUKR,Luge,Double femmesRelais par équipes
MOKRASOVA Lucia,Code paysSVK,Bobsleigh,Bob à deux femmes
MOLDOVAN Sofia Maria,Code paysROU,Ski alpin,Slalom femmesSlalom géant femmes
MOLNAR Anna,Code paysAUT,Patinage de vitesse,3000 m femmesDépart groupé femmes
MOLTZAN Paula,Code paysUSA,Ski alpin,Slalom femmesSlalom géant femmesCombiné alpin par équipes femmes
MONNEY Alexis,Code paysSUI,Ski alpin,Descente hommesSuper-G hommesCombiné alpin par équipes hommes
MONSEN Marte,Code paysNOR,Ski alpin,À déterminer
MONSORNO Nicole,Code paysITA,Ski de fond,Sprint classique femmes
MOON Heesung,Code paysKOR,Ski acrobatique,Freeski halfpipe hommes
MOON Wonjun,Code paysHUN,Patinage de vitesse sur piste courte,500 m hommes1000 m hommes1500 m hommesRelais 5000 m hommesRelais par équipes mixtes
MOORE Mica,Code paysJAM,Bobsleigh,Monobob femmes
MOORE Micah,Code paysTTO,Bobsleigh,À déterminer
MORENO Cande,Code paysAND,Ski alpin,Descente femmes
MORGAN Annika,Code paysGER,Snowboard,Snowboard slopestyle femmesSnowboard big air femmes
MORIGUCHI Sumitada,Code paysJPN,Patinage artistique,Patinage en coupleÉpreuve par équipes
MORINI Giovanni,Code paysITA,Hockey sur glace,Hommes
MORISHIGE Wataru,Code paysJPN,Patinage de vitesse,500 m hommes1000 m hommesPoursuite par équipes hommes
MORITA Masaya,Code paysJPN,Patinage artistique,Épreuve par équipes
MOROZOVA Nadezhda,Code paysKAZ,Patinage de vitesse,1000 m femmes1500 m femmes3000 m femmes5000 m femmesPoursuite par équipes femmes
MORRISON Rebecca,Code paysGBR,Curling,Femmes
MORRISSEY Josh,Code paysCAN,Hockey sur glace,Hommes
MORSE Sam,Code paysUSA,Ski alpin,Descente hommesSuper-G hommes
MORTON Darcie,Code paysAUS,Biathlon,"15 km individuel femmes7,5 km sprint femmes"
MOSANER Amos,Code paysITA,Curling,HommesDouble mixte
MOSER Benjamin,Code paysAUT,Ski de fond,Individuel 10 km libre hommesSprint classique hommesSprint libre par équipes hommes
MOSER Janis,Code paysSUI,Hockey sur glace,Hommes
MOSER Nadia,Code paysCAN,Biathlon,"15 km individuel femmes7,5 km sprint femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
MOSER Pascal,Code paysSUI,Bobsleigh,Bob à quatre
MOUAT Bruce,Code paysGBR,Curling,HommesDouble mixte
MOUILLE Thibaud,Code paysFRA,Ski acrobatique,Bosses hommesBosses en parallèle hommes
MOURA Bruna,Code paysBRA,Ski de fond,Individuel 10 km libre femmesSprint classique femmesSprint libre par équipes femmes
MRAZEK Daniel,Code paysCZE,Patinage artistique,Danse sur glace
MRAZKOVA Katerina,Code paysCZE,Patinage artistique,Danse sur glace
MRAZOVA Katerina,Code paysCZE,Hockey sur glace,Femmes
MUEHLBACHER Julia,Code paysAUT,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmesPar équipes mixtes
MUELLAUER Fabian,Code paysAUT,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommes"
MUELLER Florian,Code paysGER,Luge,Double hommes
MUELLER Jonas,Code paysAUT,Luge,Simple hommesRelais par équipes
MUELLER Marcus,Code paysUSA,Luge,Double hommesRelais par équipes
MUHLETHALER Laurent,Code paysFRA,Combiné nordique,Gundersen petit tremplin / 10 km indiv.Gundersen grand tremplin / 10 km indiv.
MUIR Kirsty,Code paysGBR,Ski acrobatique,Freeski slopestyle femmesFreeski big air femmes
MUKOGAWA Sakurako,Code paysJPN,Ski acrobatique,Ski cross femmes
MULLER Alina,Code paysSUI,Hockey sur glace,Femmes
MULLER Jonas,Code paysGER,Hockey sur glace,Hommes
MULLER Marek,Code paysCZE,Ski alpin,Slalom hommesSlalom géant hommesCombiné alpin par équipes hommes
MULLER Moritz,Code paysGER,Hockey sur glace,Hommes
MURADA Giulia,Code paysITA,Ski alpinisme,Sprint femmes
MURASE Kokomo,Code paysJPN,Snowboard,Snowboard slopestyle femmesSnowboard big air femmes
MURATBEKOV Amirgali,Code paysKAZ,Ski de fond,Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommes50 km classique départ en ligne hommesSprint classique hommesSprint libre par équipes hommes
MURPHY Abbey,Code paysUSA,Hockey sur glace,Femmes
MURPHY George,Code paysAUS,Ski acrobatique,Bosses hommesBosses en parallèle hommes
MURRAY-LAWRENCE Shaquille,Code paysCAN,Bobsleigh,Bob à deux hommesBob à quatre
MUSGRAVE Andrew,Code paysGBR,Ski de fond,Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommes50 km classique départ en ligne hommesSprint libre par équipes hommes
MUSKATEWITZ Marc,Code paysGER,Curling,Hommes
MUZAFERIJA Elvedina,Code paysBIH,Ski alpin,Descente femmesSlalom géant femmesSuper-G femmes
MUZATON Maxence,Code paysFRA,Ski alpin,Descente hommesCombiné alpin par équipes hommes
MYERS Greta,Code paysUSA,Patinage de vitesse,1500 m femmes3000 m femmes5000 m femmesDépart groupé femmesPoursuite par équipes femmes
MYHAL Daryna,Code paysUKR,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmesSprint classique femmes"
MYHLBACK Alvar,Code paysSWE,Ski de fond,Sprint classique hommes
NADALINI Thomas,Code paysITA,Patinage de vitesse sur piste courte,500 m hommes1000 m hommes1500 m hommesRelais 5000 m hommesRelais par équipes mixtes
NADEAU Emile,Code paysCAN,Ski acrobatique,Saut acrobatique hommesSaut acrobatique par équipes mixtes
NAEFF Noe,Code paysSUI,Ski de fond,"Individuel 10 km libre hommesRelais 4 x 7,5 km hommesSprint classique hommes"
NAESLUND Sandra,Code paysSWE,Ski acrobatique,Ski cross femmes
NAESS Wilhelm,Code paysNOR,Curling,Hommes
NAGAMORI Haruna,Code paysJPN,Patinage de vitesse sur piste courte,1500 m femmesRelais 3000 m femmesRelais par équipes mixtes
NAGAOKA Yuna,Code paysJPN,Patinage artistique,Patinage en coupleÉpreuve par équipes
NAGLER Ivan,Code paysITA,Luge,Double hommes
NAKAI Ami,Code paysJPN,Patinage artistique,Patinage individuel femmesÉpreuve par équipes
NAKAMURA Naoki,Code paysJPN,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommes
NAKANISHI Lin,Code paysJPN,Ski acrobatique,Ski cross femmes
NAKAO Haruka,Code paysJPN,Ski acrobatique,Bosses femmesBosses en parallèle femmes
NAKASHIMA Mirei,Code paysJPN,Patinage de vitesse sur piste courte,500 m femmes1000 m femmes1500 m femmesRelais 3000 m femmesRelais par équipes mixtes
NAUMOV Maxim,Code paysUSA,Patinage artistique,Patinage individuel hommesÉpreuve par équipes
NAWRATH Philipp,Code paysGER,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommes15 km départ groupé hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
NAZAROV Medet,Code paysUZB,Ski alpin,Slalom hommesSlalom géant hommes
NDIAYE Amadou David,Code paysSUI,Bobsleigh,Bob à deux hommesBob à quatre
NECAS Martin,Code paysCZE,Hockey sur glace,Hommes
NECKAR Martin,Code paysFRA,Hockey sur glace,Hommes
NEDREGOTTEN Magnus,Code paysNOR,Curling,Double mixte
NEDYALKOVA Kalina,Code paysBUL,Ski de fond,Individuel 10 km libre femmesSprint classique femmes
NEF Tanguy,Code paysSUI,Ski alpin,Slalom hommesCombiné alpin par équipes hommes
NEGOMIR Kyle,Code paysUSA,Ski alpin,Descente hommesSlalom géant hommesSuper-G hommesCombiné alpin par équipes hommes
NEGRI Elisa Maria,Code paysCZE,Ski alpin,Descente femmesSlalom géant femmesSuper-G femmesCombiné alpin par équipes femmes
