FESTIN Victoria,Code paysAUT,Bobsleigh,Bob à deux femmes
FEURSTEIN Lukas,Code paysAUT,Ski alpin,À déterminer
FEURSTEIN Patrick,Code paysAUT,Ski alpin,Slalom géant hommes
FIALA Kevin,Code paysSUI,Hockey sur glace,Hommes
FILIPPOV Nikita,Code paysAIN,Ski alpinisme,Sprint hommes
FILLIER Sarah,Code paysCAN,Hockey sur glace,Femmes
FILLON MAILLET Quentin,Code paysFRA,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommes15 km départ groupé hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
FINELLO Jeremy,Code paysSUI,Biathlon,"20 km individuel hommes10 km sprint hommesRelais 4 x 7,5 km hommes"
FINK Pia,Code paysGER,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes"
FIRESTONE Jared,Code paysISR,Skeleton,Hommes
FISCHER Florian,Code paysGER,Ski acrobatique,Ski cross hommes
FISCHER Jana,Code paysGER,Snowboard,Snowboard cross femmesSnowboard cross par équipes mixtes
FISCHER Lea,Code paysSUI,Ski de fond,Individuel 10 km libre femmesSprint classique femmes
FISCHNALLER Dominik,Code paysITA,Luge,Simple hommesRelais par équipes
FISCHNALLER Emily,Code paysUSA,Luge,Simple femmes
FISCHNALLER Roland,Code paysITA,Snowboard,Slalom géant parallèle hommes
FITZSIMONS Sean,Code paysUSA,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
FIVA Alex,Code paysSUI,Ski acrobatique,Ski cross hommes
FLANAGAN Reilly,Code paysAUS,Ski acrobatique,Saut acrobatique hommesSaut acrobatique par équipes mixtes
FLEISCHHAUER Georg,Code paysGER,Bobsleigh,Bob à deux hommesBob à quatre
FLEK Jakub,Code paysCZE,Hockey sur glace,Hommes
FLEMING Jasper,Code paysCAN,Biathlon,"20 km individuel hommes10 km sprint hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
FLEURY Tracy,Code paysCAN,Curling,Femmes
FLOCK Janine,Code paysAUT,Skeleton,FemmesPar équipes mixtes
FLORE Raul,Code paysROU,Biathlon,"20 km individuel hommes10 km sprint hommesRelais 4 x 7,5 km hommes"
FLORIAN Austin,Code paysUSA,Skeleton,HommesPar équipes mixtes
FLURY Jasmine,Code paysSUI,Ski alpin,Descente femmesCombiné alpin par équipes femmes
FODSTAD Fredrik,Code paysCOL,Ski de fond,Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommes50 km classique départ en ligne hommesSprint classique hommes
FOEDERMAYR Christina,Code paysAUT,Ski acrobatique,Ski cross femmes
FOETTINGER Michael,Code paysAUT,Ski de fond,Sprint classique hommesSprint libre par équipes hommes
FOLEA Delia Anamaria,Code paysROU,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmesPar équipes mixtes
FOLLADOR Cedric,Code paysSUI,Bobsleigh,Bob à deux hommesBob à quatre
FOMIN Maksim,Code paysLTU,Biathlon,"20 km individuel hommes10 km sprint hommesRelais 4 x 7,5 km hommes"
FONTAINE Miha,Code paysCAN,Ski acrobatique,Saut acrobatique hommesSaut acrobatique par équipes mixtes
FONTANA Arianna,Code paysITA,Patinage de vitesse sur piste courte,500 m femmes1000 m femmes1500 m femmesRelais 3000 m femmesRelais par équipes mixtes
FORA Michael,Code paysSUI,Hockey sur glace,Hommes
FORDHAM Rosie,Code paysAUS,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes50 km classique départ en ligne femmesSprint libre par équipes femmes"
FOREHAND Mac,Code paysUSA,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
FORER Julius,Code paysAUT,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
FORFANG Johann Andre,Code paysNOR,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommesSuper team hommes
FORGAN Chevonne,Code paysUSA,Luge,Double femmesRelais par équipes
FORSBERG Filip,Code paysSWE,Hockey sur glace,Hommes
FORSLING Gustav,Code paysSWE,Hockey sur glace,Hommes
FORTINO Laura,Code paysITA,Hockey sur glace,Femmes
FOSNAES Kristin Austgulen,Code paysNOR,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes50 km classique départ en ligne femmes"
FOUBERT Valentin,Code paysFRA,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommesSuper team hommesPar équipes mixtes
FOURNIER BEAUDRY Laurence,Code paysFRA,Patinage artistique,Danse sur glaceÉpreuve par équipes
FRAEBEL Merle Malou,Code paysGER,Luge,Simple femmes
FRANCESIA BOIRAI Lisa,Code paysITA,Snowboard,Snowboard cross femmes
FRANJIC Janko,Code paysNED,Bobsleigh,Bob à quatre
FRANJIC Jelen,Code paysNED,Bobsleigh,Bob à deux hommesBob à quatre
FRANKEL Aerin,Code paysUSA,Hockey sur glace,Femmes
FRANTZ Tate,Code paysUSA,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommesSuper team hommesPar équipes mixtes
FRANZONI Giovanni,Code paysITA,Ski alpin,Descente hommesSlalom géant hommesSuper-G hommesCombiné alpin par équipes hommes
FRANZREB Maximilian,Code paysGER,Hockey sur glace,Hommes
FRASER Amy,Code paysCAN,Ski acrobatique,Freeski halfpipe femmes
FRATZSCHER Lucas,Code paysGER,Biathlon,20 km individuel hommes
FREED Margie,Code paysUSA,Biathlon,"15 km individuel femmes7,5 km sprint femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
FREIBERGS Ralfs,Code paysLAT,Hockey sur glace,Hommes
FREITAG Selina,Code paysGER,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmesPar équipes mixtes
FREY Isak Leknes,Code paysNOR,Biathlon,À déterminer
FRICOVA Nikola,Code paysSVK,Ski acrobatique,Ski cross femmes
FRIEDRICH Francesco,Code paysGER,Bobsleigh,Bob à deux hommesBob à quatre
FRIGO Airleigh,Code paysAUS,Ski acrobatique,Saut acrobatique femmesSaut acrobatique par équipes mixtes
FRIGO Luca,Code paysITA,Hockey sur glace,Hommes
FROMMELT Robin,Code paysLIE,Ski de fond,Individuel 10 km libre hommesSprint classique hommes
FROSTAD Tormod,Code paysNOR,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
FRYCKLUND Mats,Code paysITA,Hockey sur glace,Hommes
FUERSTENBERG Theresa,Code paysGER,Ski de fond,Individuel 10 km libre femmes
FUJIKI Goshin,Code paysJPN,Ski acrobatique,Bosses hommesBosses en parallèle hommes
FUJIKI Hina,Code paysJPN,Ski acrobatique,Bosses femmesBosses en parallèle femmes
FUKADA Mari,Code paysJPN,Snowboard,Snowboard slopestyle femmesSnowboard big air femmes
FUMAGALLI Alessandra,Code paysITA,Skeleton,FemmesPar équipes mixtes
FURNELL Caleb,Code paysUSA,Bobsleigh,Bob à quatre
FURUNO Satoshi,Code paysJPN,Ski acrobatique,Ski cross hommes
GAGNON Liliane,Code paysCAN,Ski de fond,"Individuel 10 km libre femmesRelais 4 x 7,5 km femmesSprint libre par équipes femmes"
GAILLARD Justine,Code paysFRA,Ski de fond,50 km classique départ en ligne femmesSprint classique femmes
GAJAN Adam,Code paysSVK,Hockey sur glace,Hommes
GAL Melissa,Code paysFRA,Ski de fond,Individuel 10 km libre femmesSprint classique femmesSprint libre par équipes femmes
GALBRUN Sehana,Code paysFRA,Hockey sur glace,Femmes
GALICA Grzegorz,Code paysPOL,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommes"
GALLANT Brett,Code paysCAN,Curling,HommesDouble mixte
GALLET Hugo,Code paysFRA,Hockey sur glace,Hommes
GALLHUBER Katharina,Code paysAUT,Ski alpin,Slalom femmesCombiné alpin par équipes femmes
GALLI Jole,Code paysITA,Ski acrobatique,Ski cross femmes
GALSTYAN Katya,Code paysARM,Ski de fond,Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmes
GALYSHEVA Yuliya,Code paysKAZ,Ski acrobatique,Bosses femmesBosses en parallèle femmes
GANCARCZYK Michal,Code paysPOL,Luge,Double hommesRelais par équipes
GANDLER Anna,Code paysAUT,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
GANTENBEIN Talina,Code paysSUI,Ski acrobatique,Ski cross femmes
GANZ Caterina,Code paysITA,Ski de fond,"Individuel 10 km libre femmesRelais 4 x 7,5 km femmesSprint classique femmesSprint libre par équipes femmes"
GAO Tingyu,Code paysCHN,Patinage de vitesse,500 m hommes
GARDINER Jennifer,Code paysCAN,Hockey sur glace,Femmes
GASIENICA-DANIEL Maryna,Code paysPOL,Ski alpin,Slalom géant femmesSuper-G femmes
GASKELL Elena,Code paysCAN,Ski acrobatique,Freeski slopestyle femmesFreeski big air femmes
GASKILL Stacy,Code paysUSA,Snowboard,Snowboard cross femmesSnowboard cross par équipes mixtes
GASPARI Mattia,Code paysITA,Skeleton,HommesPar équipes mixtes
GASPARIN Aita,Code paysSUI,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmesRelais 4 x 6 km femmes"
GASSER Anna,Code paysAUT,Snowboard,Snowboard slopestyle femmesSnowboard big air femmes
GASSLITTER Maria,Code paysITA,Ski acrobatique,Freeski slopestyle femmesFreeski big air femmes
GATCLIFFE Emma,Code paysTTO,Ski alpin,Slalom femmesSlalom géant femmes
GATT Juri Thomas,Code paysAUT,Luge,Double hommes
GATTI Alessia,Code paysITA,Bobsleigh,Bob à deux femmes
GAUCHE Laura,Code paysFRA,Ski alpin,Descente femmesSuper-G femmesCombiné alpin par équipes femmes
GAUDET Arnaud,Code paysCAN,Snowboard,Slalom géant parallèle hommes
GAWANKE Leon,Code paysGER,Hockey sur glace,Hommes
GAXIOLA Lasse,Code paysMEX,Ski alpin,Slalom hommesSlalom géant hommes
GAY Paul Andrea,Code paysFRA,Ski acrobatique,Bosses hommesBosses en parallèle hommes
GAZLEY Dustin,Code paysITA,Hockey sur glace,Hommes
GE Chunyu,Code paysCHN,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
GEIBEL Korbinian,Code paysGER,Hockey sur glace,Hommes
GEIGER Vinzenz,Code paysGER,Combiné nordique,Gundersen petit tremplin / 10 km indiv.Gundersen grand tremplin / 10 km indiv.Sprint par équipes
GELINAS-BEAULIEU Antoine,Code paysCAN,Patinage de vitesse,1500 m hommesDépart groupé hommes
GENEVA Milana,Code paysKAZ,Biathlon,"15 km individuel femmes7,5 km sprint femmesRelais mixte 4 x 6km (H+F)"
GENONI Leonardo,Code paysSUI,Hockey sur glace,Hommes
GEORGALLI Lucia,Code paysNZL,Snowboard,Snowboard slopestyle femmesSnowboard big air femmes
GERARD Redmond,Code paysUSA,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
GEREMIA Felicity,Code paysCAN,Snowboard,Snowboard halfpipe femmes
GERKEN SCHOFIELD Makayla,Code paysGBR,Ski acrobatique,Bosses femmesBosses en parallèle femmes
GERMAIN Maxime,Code paysUSA,Biathlon,"20 km individuel hommes10 km sprint hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
GERMANE Dzenifera,Code paysLAT,Ski alpin,Slalom femmes
GERNAT Martin,Code paysSVK,Hockey sur glace,Hommes
GESTBLOM Linn,Code paysSWE,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes12,5 km départ groupé femmesRelais 4 x 6 km femmes"
GEVING Aileen,Code paysUSA,Curling,Femmes
GHILARDI Rebecca,Code paysITA,Patinage artistique,Patinage en coupleÉpreuve par équipes
GHIOTTO Davide,Code paysITA,Patinage de vitesse,5000 m hommes10000 m hommesPoursuite par équipes hommes
GIACCIO Olivia,Code paysUSA,Ski acrobatique,Bosses femmesBosses en parallèle femmes
GIACOMEL Tommaso,Code paysITA,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommes15 km départ groupé hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
GIBSON Anna,Code paysUSA,Ski alpinisme,Sprint femmesRelais mixte
GIBSON Lewis,Code paysGBR,Patinage artistique,Danse sur glaceÉpreuve par équipes
GIGLER Sonja,Code paysAUT,Ski acrobatique,Ski cross femmes
GILLES Piper,Code paysCAN,Patinage artistique,Danse sur glaceÉpreuve par équipes
GIM Eunji,Code paysKOR,Curling,Femmes
GIM Sohui,Code paysKOR,Ski alpin,Slalom femmesSlalom géant femmes
GIMMLER Laura,Code paysGER,Ski de fond,"Relais 4 x 7,5 km femmesSprint classique femmesSprint libre par équipes femmes"
GINER DALMASSO Pablo,Code paysFRA,Ski alpinisme,Sprint hommes
GINNIS Aj,Code paysGRE,Ski alpin,Slalom hommes
GIOTOPOULOS MOORE Hektor,Code paysAUS,Patinage artistique,Patinage en couple
GIOVANELLA Mattia,Code paysITA,Curling,Hommes
GIOVANNINI Andrea,Code paysITA,Patinage de vitesse,5000 m hommesDépart groupé hommesPoursuite par équipes hommes
GIRGENSONS Zemgus,Code paysLAT,Hockey sur glace,Hommes
GISMONDI Maria,Code paysITA,Ski de fond,Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmes
GISSELMAN Truls,Code paysSWE,Ski de fond,Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommes
GITLAN Vasile-Marian,Code paysROU,Luge,Double hommesRelais par équipes
GLAUSER Andrea,Code paysSUI,Hockey sur glace,Hommes
GLEIRSCHER Nico,Code paysAUT,Luge,Simple hommes
GLEISSNER Daria,Code paysGER,Hockey sur glace,Femmes
GLENN Amber,Code paysUSA,Patinage artistique,Patinage individuel femmesÉpreuve par équipes
GLENNIE Dillan,Code paysCAN,Ski acrobatique,Freeski halfpipe femmes
GLIRA Daniel,Code paysITA,Hockey sur glace,Hommes
GOEPPER Nick,Code paysUSA,Ski acrobatique,Freeski halfpipe hommes
GOGGIA Sofia,Code paysITA,Ski alpin,Descente femmesSlalom géant femmesSuper-G femmesCombiné alpin par équipes femmes
GOGOLEV Stephen,Code paysCAN,Patinage artistique,Patinage individuel hommesÉpreuve par équipes
GOLUBEVA Anastasiia,Code paysAUS,Patinage artistique,Patinage en couple
GOLUBEVA Elizaveta,Code paysKAZ,Patinage de vitesse,1000 m femmes1500 m femmes3000 m femmesDépart groupé femmesPoursuite par équipes femmes
GONG Li,Code paysCHN,Patinage de vitesse sur piste courte,1000 m femmes1500 m femmesRelais 3000 m femmesRelais par équipes mixtes
GONG Naiying,Code paysCHN,Snowboard,Slalom géant parallèle femmes
GORODKO Anastassiya,Code paysKAZ,Ski acrobatique,Bosses femmesBosses en parallèle femmes
GOSLING Julia,Code paysCAN,Hockey sur glace,Femmes
GOUREAU Luna,Code paysFRA,Bobsleigh,À déterminer
GRAHAM Matt,Code paysAUS,Ski acrobatique,Bosses hommesBosses en parallèle hommes
GRAHL-MADSEN Hans,Code paysNOR,Ski alpin,À déterminer
GRAHN Anton,Code paysSWE,Ski de fond,Sprint classique hommes
GRAMMEL Anton,Code paysGER,Ski alpin,Slalom géant hommesSuper-G hommes
GRANCAGNOLO Timon,Code paysGER,Luge,Simple hommes
GRANLUND Mikael,Code paysFIN,Hockey sur glace,Hommes
GRANTINS Renars,Code paysLAT,Bobsleigh,À déterminer
GRASSL Daniel,Code paysITA,Patinage artistique,Patinage individuel hommesÉpreuve par équipes
GRATZ Fabian,Code paysGER,Ski alpin,Slalom hommesSlalom géant hommes
GRAVIER Mathieu,Code paysMAD,Ski alpin,Slalom géant hommes
GRAVIER Tiziano,Code paysARG,Ski alpin,Slalom hommesSlalom géant hommesSuper-G hommes
GRAY Cassidy,Code paysCAN,Ski alpin,Descente femmesSlalom géant femmesSuper-G femmesCombiné alpin par équipes femmes
GRAY Kate,Code paysUSA,Ski acrobatique,Freeski halfpipe femmes
GRAZ Davide,Code paysITA,Ski de fond,"Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommesRelais 4 x 7,5 km hommes"
GRBOVIC Aleksandar,Code paysMNE,Ski de fond,Individuel 10 km libre hommesSprint classique hommes
GREENWOOD Leon,Code paysGBR,Bobsleigh,Bob à deux hommesBob à quatre
GREINER Matthew,Code paysUSA,Luge,Simple hommes
GREMAUD Mathilde,Code paysSUI,Ski acrobatique,Freeski slopestyle femmesFreeski big air femmes
GRENIER Valerie,Code paysCAN,Ski alpin,Descente femmesSlalom géant femmesSuper-G femmesCombiné alpin par équipes femmes
GRENOUILLOUX Eva,Code paysFRA,Patinage de vitesse sur piste courte,Relais 3000 m femmes
GRILLET AUBERT Jade,Code paysFRA,Ski acrobatique,Ski cross femmes
GROBLECHNER Sofia,Code paysITA,Snowboard,Snowboard cross femmesSnowboard cross par équipes mixtes
GROENEWOUD Marijke,Code paysNED,Patinage de vitesse,1500 m femmes3000 m femmes5000 m femmesDépart groupé femmesPoursuite par équipes femmes
GROETZNER Agustina,Code paysARG,Ski de fond,Individuel 10 km libre femmesSprint classique femmesSprint libre par équipes femmes
GROND Valerio,Code paysSUI,Ski de fond,"Relais 4 x 7,5 km hommesSprint classique hommesSprint libre par équipes hommes"
GRONDIN Eliot,Code paysCAN,Snowboard,Snowboard cross hommesSnowboard cross par équipes mixtes
GRONLUND Timo Juhani,Code paysBOL,Ski de fond,Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommes50 km classique départ en ligne hommesSprint classique hommes
GROSS Gabriel,Code paysGER,Patinage de vitesse,1500 m hommes5000 m hommesDépart groupé hommesPoursuite par équipes hommes
GROTHEER Christopher,Code paysGER,Skeleton,HommesPar équipes mixtes
GROTIAN Selina,Code paysGER,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes"
GRUBAUER Philipp,Code paysGER,Hockey sur glace,Hommes
GSCHWENTNER Ignaz,Code paysAUT,Patinage de vitesse,500 m hommes1000 m hommesDépart groupé hommes
GSTREIN Fabio,Code paysAUT,Ski alpin,Slalom hommesCombiné alpin par équipes hommes
GU Ailing Eileen,Code paysCHN,Ski acrobatique,Freeski halfpipe femmesFreeski slopestyle femmesFreeski big air femmes
GUARINO SABATE Tomas,Code paysESP,Patinage artistique,Patinage individuel hommes
GUBANOVA Anastasiia,Code paysGEO,Patinage artistique,Patinage individuel femmesÉpreuve par équipes
GUBSER Kim,Code paysSUI,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
GUDAS Radko,Code paysCZE,Hockey sur glace,Hommes
GUDLEVSKIS Kristers,Code paysLAT,Hockey sur glace,Hommes
GUDNADOTTIR Kristrun,Code paysISL,Ski de fond,Individuel 10 km libre femmesSprint classique femmes
GUEBEY Enzo,Code paysFRA,Hockey sur glace,Hommes
GUENTZEL Jake,Code paysUSA,Hockey sur glace,Hommes
GUERILLOT Emeric,Code paysPOR,Ski alpin,Slalom hommesSlalom géant hommesSuper-G hommes
GUERILLOT Vanina,Code paysPOR,Ski alpin,Slalom femmesSlalom géant femmes
GUERRIERO Kristen,Code paysITA,Hockey sur glace,Femmes
GUFLER Alex,Code paysITA,Luge,Simple hommes
GUIGNARD Charlene,Code paysITA,Patinage artistique,Danse sur glaceÉpreuve par équipes
GUILDAY Rory,Code paysUSA,Hockey sur glace,Femmes
GULIJIENAITI Adikeyoumu,Code paysCHN,Luge,Double femmesRelais par équipes
GUMENNIK Petr,Code paysAIN,Patinage artistique,Patinage individuel hommes
GUNKA Jan,Code paysPOL,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
GUSELI Valentino,Code paysAUS,Snowboard,Snowboard halfpipe hommesSnowboard big air hommes
GUSTAFSON Jonathan,Code paysUSA,Luge,Simple hommesRelais par équipes
GUSTAVSSON Filip,Code paysSWE,Hockey sur glace,Hommes
GUTMANN Lara Naki,Code paysITA,Patinage artistique,Patinage individuel femmesÉpreuve par équipes
HAAS Andreas,Code paysSUI,Bobsleigh,Bob à quatre
HAASER Raphael,Code paysAUT,Ski alpin,Descente hommesSlalom géant hommesSuper-G hommesCombiné alpin par équipes hommes
HABLUETZEL David,Code paysSUI,Snowboard,Snowboard halfpipe hommes
HACKELSMILLER Katharina,Code paysGER,Hockey sur glace,Femmes
HADRASCHEK Nicola,Code paysGER,Hockey sur glace,Femmes
HADZIC Tena,Code paysCRO,Ski de fond,Individuel 10 km libre femmesSprint classique femmesSprint libre par équipes femmes
HAECKI-GROSS Lena,Code paysSUI,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmesRelais 4 x 6 km femmes"
HAEGGSTROEM Johan,Code paysSWE,Ski de fond,"Relais 4 x 7,5 km hommes50 km classique départ en ligne hommesSprint classique hommesSprint libre par équipes hommes"
HAEMMERLE Alessandro,Code paysAUT,Snowboard,Snowboard cross hommes
HAGARA Adam,Code paysSVK,Patinage artistique,Patinage individuel hommes
HAGEL Brandon,Code paysCAN,Hockey sur glace,Hommes
HAGENBUCH John Steel,Code paysUSA,Ski de fond,"Individuel 10 km libre hommesRelais 4 x 7,5 km hommes"
HAGSTROEM Johanna,Code paysSWE,Ski de fond,Sprint classique femmes
HAIDER Celina,Code paysGER,Hockey sur glace,Femmes
HAK Petr,Code paysCZE,Biathlon,"20 km individuel hommesRelais 4 x 7,5 km hommes"
HAKOLA Ristomatti,Code paysFIN,Ski de fond,Skiathlon 10 km + 10 km hommes50 km classique départ en ligne hommes
HALFVARSSON Calle,Code paysSWE,Ski de fond,"Relais 4 x 7,5 km hommes50 km classique départ en ligne hommes"
HALL Alex,Code paysUSA,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
HALL Brad,Code paysGBR,Bobsleigh,Bob à deux hommesBob à quatre
HALL Daniel,Code paysCAN,Patinage de vitesse,1500 m hommes5000 m hommes10000 m hommesDépart groupé hommes
HALL Laura,Code paysCAN,Patinage de vitesse,1500 m femmes3000 m femmes5000 m femmesDépart groupé femmesPoursuite par équipes femmes
HALL Nicole,Code paysSWE,Hockey sur glace,Femmes
HALLBERG Eduard,Code paysFIN,Ski alpin,Slalom hommesSlalom géant hommesCombiné alpin par équipes hommes
HALLIN Mira,Code paysSWE,Hockey sur glace,Femmes
HALLORAN Rei,Code paysJPN,Hockey sur glace,Femmes
HALSE Mathilde,Code paysDEN,Curling,Femmes
HALVARSSON Ella,Code paysSWE,Biathlon,À déterminer
HAMALAINEN Inka,Code paysFIN,Biathlon,"15 km individuel femmes7,5 km sprint femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
HAMILL Marin,Code paysUSA,Ski acrobatique,Freeski slopestyle femmesFreeski big air femmes
HAMILTON Lara,Code paysAUS,Ski alpinisme,Sprint femmesRelais mixte
HAN Cong,Code paysCHN,Patinage artistique,Patinage en coupleÉpreuve par équipes
HAN Dasom,Code paysKOR,Ski de fond,Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesSprint classique femmesSprint libre par équipes femmes
HAN Linshan,Code paysCHN,Ski acrobatique,Freeski slopestyle femmes
HAN Mei,Code paysCHN,Patinage de vitesse,1000 m femmes1500 m femmesPoursuite par équipes femmes
HAN Yu,Code paysCHN,Curling,Femmes
HANDEI Oleh,Code paysUKR,Patinage de vitesse sur piste courte,500 m hommes1500 m hommes
HANIFIN Noah,Code paysUSA,Hockey sur glace,Hommes
HARDI Ramona,Code paysSUI,Patinage de vitesse,1500 m femmes3000 m femmesDépart groupé femmes
HARDIE Grant,Code paysGBR,Curling,Hommes
HARJULA Tuomas,Code paysFIN,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommes15 km départ groupé hommes"
HARK Ronja,Code paysGER,Hockey sur glace,Femmes
HARLAUT Henrik,Code paysSWE,Ski acrobatique,Freeski slopestyle hommes
HARLEY Thomas,Code paysCAN,Hockey sur glace,Hommes
HARRINGTON Ben,Code paysNZL,Ski acrobatique,Freeski halfpipe hommes
HARRINGTON Luca,Code paysNZL,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
HARRIS Holly,Code paysAUS,Patinage artistique,Danse sur glace
HARRIS Junior,Code paysJAM,Bobsleigh,Bob à deux hommesBob à quatre
HARROLD Luke,Code paysNZL,Ski acrobatique,Freeski halfpipe hommes
HARROP Emily,Code paysFRA,Ski alpinisme,Sprint femmesRelais mixte
HARTWEG Niklas,Code paysSUI,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommes15 km départ groupé hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
HARUTYUNYAN Harutyun,Code paysARM,Ski alpin,Slalom hommesSlalom géant hommes
HARVEY Caroline,Code paysUSA,Hockey sur glace,Femmes
HARVEY Jackson,Code paysAUS,Ski acrobatique,Bosses hommesBosses en parallèle hommes
HARWOOD Rell,Code paysUSA,Ski acrobatique,Freeski slopestyle femmesFreeski big air femmes
HASE Minerva Fabienne,Code paysGER,Patinage artistique,Patinage en couple
HASEGAWA Taiga,Code paysJPN,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
HASIRCI Ada,Code paysTUR,Ski alpin,Slalom femmes
HASKELL Amelie,Code paysAUS,Snowboard,Snowboard halfpipe femmes
HASLER Jonas,Code paysSUI,Snowboard,Snowboard halfpipe hommesSnowboard slopestyle hommesSnowboard big air hommes
HASLER Melanie,Code paysSUI,Bobsleigh,Bob à deux femmesMonobob femmes
HASLWANTER Lea,Code paysAUT,Bobsleigh,Bob à deux femmes
HASSELBORG Anna,Code paysSWE,Curling,Femmes
HAUGAN Timon,Code paysNOR,Ski alpin,Slalom hommesSlalom géant hommesCombiné alpin par équipes hommes
HAUGHEY Niamh,Code paysCAN,Bobsleigh,À déterminer
HAUGSJAA Ansel,Code paysUSA,Luge,Double hommesRelais par équipes
HAULA Erik,Code paysFIN,Hockey sur glace,Hommes
HAUSER Lisa Theresa,Code paysAUT,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes12,5 km départ groupé femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
HAUSWIRTH Sandro,Code paysSUI,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommes
HAUTERVILLE Dorian,Code paysFRA,Bobsleigh,Bob à deux hommesBob à quatre
HAVLICKOVA Barbora,Code paysCZE,Ski de fond,Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmes50 km classique départ en ligne femmes
HAVRIUK Yan,Code paysUKR,Ski acrobatique,Saut acrobatique hommes
HE Kaile,Code paysCHN,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes50 km classique départ en ligne femmesSprint classique femmes"
HEAYDON Phoebe,Code paysAUS,Ski alpin,Slalom femmesSlalom géant femmes
HEBERT Ben,Code paysCAN,Curling,Hommes
HECTOR Sara,Code paysSWE,Ski alpin,Slalom femmesSlalom géant femmes
HEDEGART Einar,Code paysNOR,Ski de fond,"Individuel 10 km libre hommesRelais 4 x 7,5 km hommesSprint libre par équipes hommes"
HEDMAN Victor,Code paysSWE,Hockey sur glace,Hommes
HEDQVIST Ebba,Code paysSWE,Hockey sur glace,Femmes
HEDRICH Anne,Code paysGER,Snowboard,Snowboard halfpipe femmes
HEIDENBERGER Manuela,Code paysITA,Hockey sur glace,Femmes
HEIJDENBERG Anna-Karin,Code paysSWE,Biathlon,À déterminer
HEINE Mathilda,Code paysGER,Hockey sur glace,Femmes
HEINIS Marco,Code paysFRA,Combiné nordique,Gundersen petit tremplin / 10 km indiv.Gundersen grand tremplin / 10 km indiv.Sprint par équipes
HEINRICH Romain,Code paysFRA,Bobsleigh,Bob à deux hommesBob à quatre
HEISE Taylor,Code paysUSA,Hockey sur glace,Femmes
